22:04:09:04:28:38.6,Lunatic Woopir - f60d,Striker - 1f4b,우피르_곤봉던지기,755,0,0,0
22:04:09:04:32:21.9,Striker,Frenzied Cicerra - aa55,Sky Shattering Blow,12395,0,0,0
22:04:09:04:32:22.9,Striker,Frenzied Cicerra - aa55,Sky Shattering Blow,17290,0,0,0
22:04:09:04:32:22.9,23C1BDAA,Frenzied Cicerra - aa55,에고 하프 기본 공격,16005,0,0,0
22:04:09:04:32:22.9,Striker,Frenzied Cicerra - aa55,Moon Flash Kick,16040,0,0,0
22:04:09:04:32:22.9,Striker,Frenzied Cicerra - aa55,Moon Flash Kick,25053,1,0,0
22:04:09:04:32:23.9,Bard,Frenzied Cicerra - aa55,Bleed,27368,0,0,0
22:04:09:04:32:23.9,Sharpshooter,Frenzied Cicerra - aa55,Atomic Arrow,92865,0,0,0
22:04:09:04:32:23.9,23C1BDAA,Frenzied Cicerra - aa55,에고 하프 기본 공격,16951,0,0,0
22:04:09:04:32:25.0,Bard,Frenzied Cicerra - aa55,Bleed,29156,0,0,0
22:04:09:04:32:26.0,23C1BDAA,Frenzied Cicerra - aa55,에고 하프 기본 공격,16772,0,0,0
22:04:09:04:32:26.0,Sorceress,Frenzied Cicerra - aa55,Blaze,342551,1,0,0
22:04:09:04:32:26.0,Sharpshooter,Frenzied Cicerra - aa55,Blade Storm,46351,0,0,0
22:04:09:04:32:26.1,Striker,Frenzied Cicerra - aa55,Storm Dragon Awakening,10063,0,0,0
22:04:09:04:32:26.1,Sharpshooter,Frenzied Cicerra - aa55,Blade Storm,45764,0,0,0
22:04:09:04:32:26.1,Striker,Frenzied Cicerra - aa55,Storm Dragon Awakening,9889,0,0,0
22:04:09:04:32:26.1,Bard,Frenzied Cicerra - aa55,Bleed,31222,0,0,0
22:04:09:04:32:26.1,Sorceress,Frenzied Cicerra - aa55,Bleed,49897,0,0,0
22:04:09:04:32:27.1,Sorceress,Frenzied Cicerra - aa55,Blaze,48082,0,0,0
22:04:09:04:32:27.1,Striker,Frenzied Cicerra - aa55,Storm Dragon Awakening,19754,0,0,0
22:04:09:04:32:27.1,Sharpshooter,Frenzied Cicerra - aa55,Blade Storm,95717,1,1,0
22:04:09:04:32:27.2,23C1BDAA,Frenzied Cicerra - aa55,에고 하프 기본 공격,17991,0,0,0
22:04:09:04:32:27.2,Striker,Frenzied Cicerra - aa55,Storm Dragon Awakening,19902,0,0,0
22:04:09:04:32:27.2,Sharpshooter,Frenzied Cicerra - aa55,Blade Storm,48214,0,1,0
22:04:09:04:32:27.2,Striker,Frenzied Cicerra - aa55,Storm Dragon Awakening,39950,0,0,0
22:04:09:04:32:27.2,Sorceress,Frenzied Cicerra - aa55,Bleed,26214,0,0,0
22:04:09:04:32:27.2,Sorceress,Frenzied Cicerra - aa55,Blaze,48045,0,0,0
22:04:09:04:32:28.2,Sharpshooter,Frenzied Cicerra - aa55,Blade Storm,97277,1,1,0
22:04:09:04:32:28.2,Bard,Frenzied Cicerra - aa55,Bleed,31334,0,0,0
22:04:09:04:32:28.2,Sharpshooter,Frenzied Cicerra - aa55,Blade Storm,147134,1,1,0
22:04:09:04:32:28.2,Frenzied Cicerra - aa55,Sharpshooter,엔드_키케라_가시발사_출혈,0,0,0,0
22:04:09:04:32:28.2,Sorceress,Frenzied Cicerra - aa55,Blaze,88478,1,0,0
22:04:09:04:32:28.2,Sharpshooter,Frenzied Cicerra - aa55,Blade Storm,41860,0,1,0
22:04:09:04:32:28.2,Sorceress,Frenzied Cicerra - aa55,Bleed,49912,0,0,0
22:04:09:04:32:28.2,23C1BDAA,Frenzied Cicerra - aa55,에고 하프 기본 공격,41110,1,0,0
22:04:09:04:32:29.3,Bard,Frenzied Cicerra - aa55,Sound Shock,29024,0,0,0
22:04:09:04:32:29.3,Striker,Frenzied Cicerra - aa55,Sky Shattering Blow,15464,0,1,0
22:04:09:04:32:29.3,Bard,Frenzied Cicerra - aa55,Sound Shock,3228,0,0,0
22:04:09:04:32:29.3,Sorceress,Frenzied Cicerra - aa55,Blaze,90405,1,0,0
22:04:09:04:32:29.3,Striker,Frenzied Cicerra - aa55,Sky Shattering Blow,38896,1,0,0
22:04:09:04:32:29.3,Sharpshooter,Frenzied Cicerra - aa55,Deadly Slash,20590,0,1,0
22:04:09:04:32:29.3,Bard,Frenzied Cicerra - aa55,Bleed,72930,0,0,0
22:04:09:04:32:29.3,Bard,Frenzied Cicerra - aa55,Sound Shock,3224,0,0,0
22:04:09:04:32:29.3,Sharpshooter,Frenzied Cicerra - aa55,Deadly Slash,102292,0,1,0
22:04:09:04:32:30.3,Sorceress,Frenzied Cicerra - aa55,Bleed,49310,0,0,0
22:04:09:04:32:30.3,Bard,Frenzied Cicerra - aa55,Sound Shock,3207,0,0,0
22:04:09:04:32:30.3,Sharpshooter,Frenzied Cicerra - aa55,Deadly Slash,17706,0,0,0
22:04:09:04:32:30.3,Bard,Frenzied Cicerra - aa55,Bleed,30339,0,0,0
22:04:09:04:32:30.3,Bard,Frenzied Cicerra - aa55,Sound Shock,3261,0,0,0
22:04:09:04:32:30.3,Bard,Frenzied Cicerra - aa55,Sonic Vibration,33625,0,0,0
22:04:09:04:32:30.3,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Call the Wind God,40379,0,0,0
22:04:09:04:32:30.3,Sorceress,Frenzied Cicerra - aa55,Esoteric Reaction,1353860,1,0,0
22:04:09:04:32:30.3,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Call the Wind God,42540,0,0,0
22:04:09:04:32:31.4,Sorceress,Frenzied Cicerra - aa55,Bleed,50102,0,0,0
22:04:09:04:32:31.4,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Call the Wind God,45855,0,0,0
22:04:09:04:32:31.4,Sharpshooter,Frenzied Cicerra - aa55,Deadly Slash,11072,0,0,0
22:04:09:04:32:31.4,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Call the Wind God,89876,1,0,0
22:04:09:04:32:31.4,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Call the Wind God,47738,0,0,0
22:04:09:04:32:31.4,Bard,Frenzied Cicerra - aa55,Sonic Vibration,232996,1,0,0
22:04:09:04:32:31.4,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Call the Wind God,100083,1,0,0
22:04:09:04:32:31.4,Bard,Frenzied Cicerra - aa55,Bleed,37563,0,0,0
22:04:09:04:32:31.4,Bard,Frenzied Cicerra - aa55,Sonic Vibration,15269,0,0,0
22:04:09:04:32:31.4,Sorceress,Frenzied Cicerra - aa55,Seraphic Hail,141288,1,0,0
22:04:09:04:32:31.4,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Call the Wind God,106944,1,0,0
22:04:09:04:32:31.4,Sharpshooter,Frenzied Cicerra - aa55,Atomic Arrow,19608,1,0,0
22:04:09:04:32:31.4,Sorceress,Frenzied Cicerra - aa55,Seraphic Hail,142785,1,0,0
22:04:09:04:32:32.4,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Call the Wind God,56102,0,0,0
22:04:09:04:32:32.4,Sorceress,Frenzied Cicerra - aa55,Bleed,51060,0,0,0
22:04:09:04:32:32.4,Sharpshooter,Frenzied Cicerra - aa55,Deadly Slash,10941,0,0,0
22:04:09:04:32:32.4,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Call the Wind God,58993,0,0,0
22:04:09:04:32:32.4,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Call the Wind God,61765,0,0,0
22:04:09:04:32:32.4,Bard,Frenzied Cicerra - aa55,Bleed,36142,0,0,0
22:04:09:04:32:32.4,Bard,Frenzied Cicerra - aa55,Sonic Vibration,15152,0,0,0
22:04:09:04:32:32.4,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Call the Wind God,116226,1,0,0
22:04:09:04:32:32.4,Sorceress,Frenzied Cicerra - aa55,Seraphic Hail,161423,1,0,0
22:04:09:04:32:32.4,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Call the Wind God,58112,0,0,0
22:04:09:04:32:33.5,Sorceress,Frenzied Cicerra - aa55,Bleed,22729,0,0,0
22:04:09:04:32:33.5,Sharpshooter,Frenzied Cicerra - aa55,Deadly Slash,9412,0,0,0
22:04:09:04:32:33.5,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Call the Wind God,52607,0,0,0
22:04:09:04:32:33.5,Frenzied Cicerra - aa55,Bard,엔드_키케라_쇠구슬_길게 내려치기,15969,0,0,0
22:04:09:04:32:33.5,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Call the Wind God,52020,0,0,0
22:04:09:04:32:33.5,Bard,Frenzied Cicerra - aa55,Sonic Vibration,13850,0,0,0
22:04:09:04:32:33.5,Bard,Frenzied Cicerra - aa55,Bleed,75378,0,0,0
22:04:09:04:32:33.5,Bard,Frenzied Cicerra - aa55,Heavenly Tune,43800,0,1,0
22:04:09:04:32:34.5,Sorceress,Frenzied Cicerra - aa55,Bleed,28485,0,0,0
22:04:09:04:32:34.5,Sharpshooter,Frenzied Cicerra - aa55,Deadly Slash,9290,0,0,0
22:04:09:04:32:34.6,Bard,Frenzied Cicerra - aa55,Wind of Music,12247,0,0,0
22:04:09:04:32:34.6,Bard,Frenzied Cicerra - aa55,Sonic Vibration,14059,0,0,0
22:04:09:04:32:34.6,Bard,Frenzied Cicerra - aa55,Wind of Music,41093,1,0,0
22:04:09:04:32:34.6,Sorceress,Frenzied Cicerra - aa55,Frost's Call,72950,0,0,0
22:04:09:04:32:34.6,Sorceress,Frenzied Cicerra - aa55,Frost's Call,74494,0,0,0
22:04:09:04:32:34.6,Sharpshooter,Frenzied Cicerra - aa55,Atomic Arrow,221221,1,0,0
22:04:09:04:32:34.6,23C343EA,Frenzied Cicerra - aa55,에고 하프 기본 공격,18219,0,0,0
22:04:09:04:32:34.6,Sorceress,Frenzied Cicerra - aa55,Bleed,51452,0,0,0
22:04:09:04:32:35.6,Sorceress,Frenzied Cicerra - aa55,Frost's Call,275474,1,0,0
22:04:09:04:32:35.6,Sharpshooter,Frenzied Cicerra - aa55,Moving Slash,72826,1,0,0
22:04:09:04:32:35.6,Bard,Frenzied Cicerra - aa55,Bleed,37480,0,0,0
22:04:09:04:32:36.6,Bard,Frenzied Cicerra - aa55,Prelude of Storm,140080,1,0,0
22:04:09:04:32:36.6,Bard,Frenzied Cicerra - aa55,Bleed,38240,0,0,0
22:04:09:04:32:36.6,23C343EA,Frenzied Cicerra - aa55,에고 하프 기본 공격,49461,1,0,0
22:04:09:04:32:36.6,Bard,Frenzied Cicerra - aa55,Prelude of Storm,24359,0,0,0
22:04:09:04:32:36.6,Sorceress,Frenzied Cicerra - aa55,Frost's Call,273760,0,0,0
22:04:09:04:32:36.6,Sorceress,Frenzied Cicerra - aa55,Rime Arrow,165014,1,0,0
22:04:09:04:32:36.6,Sorceress,Frenzied Cicerra - aa55,Rime Arrow,164765,1,0,0
22:04:09:04:32:37.7,Sorceress,Frenzied Cicerra - aa55,Rime Arrow,87490,0,0,0
22:04:09:04:32:37.7,Sorceress,Frenzied Cicerra - aa55,Rime Arrow,164670,1,0,0
22:04:09:04:32:37.7,Bard,Frenzied Cicerra - aa55,Prelude of Storm,25342,0,1,0
22:04:09:04:32:37.7,Sorceress,Frenzied Cicerra - aa55,Rime Arrow,169251,1,0,0
22:04:09:04:32:37.7,Bard,Frenzied Cicerra - aa55,Bleed,36968,0,0,0
22:04:09:04:32:37.7,Sorceress,Frenzied Cicerra - aa55,Rime Arrow,88676,0,0,0
22:04:09:04:32:37.7,Sorceress,Frenzied Cicerra - aa55,Rime Arrow,90968,0,0,0
22:04:09:04:32:37.7,Sorceress,Frenzied Cicerra - aa55,Rime Arrow,87877,0,0,0
22:04:09:04:32:37.7,Sorceress,Frenzied Cicerra - aa55,Rime Arrow,86287,0,0,0
22:04:09:04:32:37.7,23C343EA,Frenzied Cicerra - aa55,에고 하프 기본 공격,20523,0,0,0
22:04:09:04:32:38.7,Sorceress,Frenzied Cicerra - aa55,Rime Arrow,161550,1,0,0
22:04:09:04:32:38.8,Bard,Frenzied Cicerra - aa55,Bleed,35593,0,0,0
22:04:09:04:32:39.8,Bard,Frenzied Cicerra - aa55,Bleed,34959,0,0,0
22:04:09:04:32:39.8,23C343EA,Frenzied Cicerra - aa55,에고 하프 기본 공격,20819,0,0,0
22:04:09:04:32:40.8,Sorceress,Frenzied Cicerra - aa55,Punishing Strike,2193258,1,0,0
22:04:09:04:32:40.8,Bard,Frenzied Cicerra - aa55,Sound Shock,32568,0,0,0
22:04:09:04:32:40.9,Bard,Frenzied Cicerra - aa55,Bleed,35679,0,0,0
22:04:09:04:32:40.9,Bard,Frenzied Cicerra - aa55,Sound Shock,3699,0,0,0
22:04:09:04:32:41.9,23C343EA,Frenzied Cicerra - aa55,에고 하프 기본 공격,20951,0,0,0
22:04:09:04:32:41.9,Sharpshooter,Frenzied Cicerra - aa55,Atomic Arrow,9246,0,0,0
22:04:09:04:32:41.9,Bard,Frenzied Cicerra - aa55,Sound Shock,3709,0,0,0
22:04:09:04:32:41.9,Bard,Frenzied Cicerra - aa55,Sound Shock,3634,0,0,0
22:04:09:04:32:41.9,Bard,Frenzied Cicerra - aa55,Bleed,35466,0,0,0
22:04:09:04:32:41.9,Striker,Frenzied Cicerra - aa55,Moon Flash Kick,45156,1,1,0
22:04:09:04:32:41.9,Striker,Frenzied Cicerra - aa55,Moon Flash Kick,14108,0,1,0
22:04:09:04:32:42.9,Bard,Frenzied Cicerra - aa55,Sound Shock,3115,0,0,0
22:04:09:04:32:43.0,Bard,Frenzied Cicerra - aa55,Bleed,30016,0,0,0
22:04:09:04:32:43.0,23C343EA,Frenzied Cicerra - aa55,에고 하프 기본 공격,16965,0,0,0
22:04:09:04:32:43.0,Bard,Frenzied Cicerra - aa55,Soundholic,62275,0,1,0
22:04:09:04:32:44.0,Bard,Frenzied Cicerra - aa55,Bleed,28299,0,0,0
22:04:09:04:32:44.0,Sharpshooter,Frenzied Cicerra - aa55,Wings of Storm,80383,1,0,0
22:04:09:04:32:45.0,23C343EA,Frenzied Cicerra - aa55,에고 하프 기본 공격,15550,0,0,0
22:04:09:04:32:45.0,Sharpshooter,Frenzied Cicerra - aa55,Wings of Storm,46343,0,0,0
22:04:09:04:32:45.1,Sharpshooter,Frenzied Cicerra - aa55,Atomic Arrow,187343,1,0,0
22:04:09:04:32:45.1,Sharpshooter,Frenzied Cicerra - aa55,Last Rush,722619,1,0,0
22:04:09:04:32:45.1,Bard,Frenzied Cicerra - aa55,Bleed,29789,0,0,0
22:04:09:04:32:46.1,23C343EA,Frenzied Cicerra - aa55,에고 하프 기본 공격,16797,0,0,0
22:04:09:04:32:47.1,Sharpshooter,Frenzied Cicerra - aa55,Snipe,164808,0,0,0
22:04:09:04:32:47.1,Bard,Frenzied Cicerra - aa55,Bleed,67535,0,0,0
22:04:09:04:32:47.1,Sorceress,Frenzied Cicerra - aa55,Seraphic Hail,70519,0,0,0
22:04:09:04:32:47.2,Sorceress,Frenzied Cicerra - aa55,Seraphic Hail,70632,0,0,0
22:04:09:04:32:48.2,Bard,Frenzied Cicerra - aa55,Sound Shock,27045,0,0,0
22:04:09:04:32:48.2,Striker,Frenzied Cicerra - aa55,Storm Dragon Awakening,10216,0,1,0
22:04:09:04:32:48.2,Striker,Frenzied Cicerra - aa55,Storm Dragon Awakening,20513,1,1,0
22:04:09:04:32:48.2,Bard,Frenzied Cicerra - aa55,Bleed,30001,0,0,0
22:04:09:04:32:48.2,Bard,Frenzied Cicerra - aa55,Sound Shock,3020,0,0,0
22:04:09:04:32:48.2,Sorceress,Frenzied Cicerra - aa55,Seraphic Hail,161135,1,0,0
22:04:09:04:32:48.2,Bard,Frenzied Cicerra - aa55,Sound Shock,6824,1,0,0
22:04:09:04:32:48.2,Striker,Frenzied Cicerra - aa55,Storm Dragon Awakening,40988,1,1,0
22:04:09:04:32:48.2,Striker,Frenzied Cicerra - aa55,Storm Dragon Awakening,41162,0,1,0
22:04:09:04:32:49.2,Bard,Frenzied Cicerra - aa55,Sound Shock,3075,0,0,0
22:04:09:04:32:49.2,Bard,Frenzied Cicerra - aa55,Bleed,67640,0,0,0
22:04:09:04:32:49.2,Bard,Frenzied Cicerra - aa55,Sonic Vibration,32953,0,0,0
22:04:09:04:32:49.2,Striker,Frenzied Cicerra - aa55,Sky Shattering Blow,19596,0,0,1
22:04:09:04:32:49.2,Bard,Frenzied Cicerra - aa55,Sound Shock,3743,0,0,0
22:04:09:04:32:49.2,Striker,Frenzied Cicerra - aa55,Sky Shattering Blow,53583,1,0,1
22:04:09:04:32:49.2,Sorceress,Frenzied Cicerra - aa55,Esoteric Reaction,439095,0,0,0
22:04:09:04:32:49.3,Sorceress,Frenzied Cicerra - aa55,Blaze,344826,1,0,0
22:04:09:04:32:50.3,Bard,Frenzied Cicerra - aa55,Sonic Vibration,235220,1,0,0
22:04:09:04:32:50.3,Bard,Frenzied Cicerra - aa55,Bleed,39209,0,0,0
22:04:09:04:32:50.3,Bard,Frenzied Cicerra - aa55,Sonic Vibration,37736,1,0,0
22:04:09:04:32:50.3,Sharpshooter,Frenzied Cicerra - aa55,Charged Shot,557608,0,0,0
22:04:09:04:32:50.3,Sorceress,Frenzied Cicerra - aa55,Bleed,27628,0,0,0
22:04:09:04:32:50.3,Sorceress,Frenzied Cicerra - aa55,Blaze,91399,1,0,0
22:04:09:04:32:51.4,Bard,Frenzied Cicerra - aa55,Sonic Vibration,16289,0,0,0
22:04:09:04:32:51.4,Bard,Frenzied Cicerra - aa55,Bleed,38116,0,0,0
22:04:09:04:32:51.4,Sorceress,Frenzied Cicerra - aa55,Reverse Gravity,260440,1,0,0
22:04:09:04:32:51.4,Sharpshooter,Frenzied Cicerra - aa55,Moving Slash,102447,1,0,0
22:04:09:04:32:51.4,Sorceress,Frenzied Cicerra - aa55,Bleed,46002,0,0,0
22:04:09:04:32:51.4,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Blast Formation,188893,1,0,0
22:04:09:04:32:51.4,Sorceress,Frenzied Cicerra - aa55,Blaze,84279,1,0,0
22:04:09:04:32:51.4,Bard,Frenzied Cicerra - aa55,Sound Shock,32978,0,0,0
22:04:09:04:32:52.5,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Blast Formation,159327,0,0,0
22:04:09:04:32:52.5,Bard,Frenzied Cicerra - aa55,Sonic Vibration,15877,0,0,0
22:04:09:04:32:52.5,Bard,Frenzied Cicerra - aa55,Sound Shock,4000,0,0,0
22:04:09:04:32:52.5,Sharpshooter,Frenzied Cicerra - aa55,Blade Storm,81066,0,0,0
22:04:09:04:32:52.5,Bard,Frenzied Cicerra - aa55,Sound Shock,4111,0,0,0
22:04:09:04:32:52.5,Striker,Frenzied Cicerra - aa55,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,37306,0,0,0
22:04:09:04:32:52.5,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Blast Formation,265412,0,0,0
22:04:09:04:32:52.5,Sorceress,Frenzied Cicerra - aa55,Bleed,27424,0,0,0
22:04:09:04:32:52.5,Sorceress,Frenzied Cicerra - aa55,Blaze,47314,0,0,0
22:04:09:04:32:52.5,Sharpshooter,Frenzied Cicerra - aa55,Blade Storm,81197,0,0,0
22:04:09:04:32:52.5,Sorceress,Frenzied Cicerra - aa55,Reverse Gravity,316628,0,0,0
22:04:09:04:32:52.5,Bard,Frenzied Cicerra - aa55,Sonic Vibration,15892,0,0,0
22:04:09:04:32:52.5,Bard,Frenzied Cicerra - aa55,Sound Shock,4045,0,0,0
22:04:09:04:32:53.6,Sharpshooter,Frenzied Cicerra - aa55,Blade Storm,79006,0,0,0
22:04:09:04:32:53.6,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Blast Formation,142384,1,1,0
22:04:09:04:32:53.6,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Blast Formation,126509,1,0,0
22:04:09:04:32:53.6,Bard,Frenzied Cicerra - aa55,Sound Shock,3900,0,0,0
22:04:09:04:32:53.6,Sharpshooter,Frenzied Cicerra - aa55,Blade Storm,79811,0,0,0
22:04:09:04:32:53.6,Sorceress,Frenzied Cicerra - aa55,Rime Arrow,130505,1,0,0
22:04:09:04:32:53.6,Striker,Frenzied Cicerra - aa55,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,32825,0,0,0
22:04:09:04:32:53.6,Sorceress,Frenzied Cicerra - aa55,Blaze,85521,1,0,0
22:04:09:04:32:53.6,Sorceress,Frenzied Cicerra - aa55,Bleed,48018,0,0,0
22:04:09:04:32:53.6,Striker,Frenzied Cicerra - aa55,Lightning Whisper,138465,0,1,0
22:04:09:04:32:53.6,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Blast Formation,59999,0,0,0
22:04:09:04:32:53.6,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Blast Formation,60626,0,0,0
22:04:09:04:32:53.6,Sorceress,Frenzied Cicerra - aa55,Rime Arrow,130434,1,0,0
22:04:09:04:32:53.6,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Blast Formation,59993,0,0,0
22:04:09:04:32:53.6,Sorceress,Frenzied Cicerra - aa55,Rime Arrow,70220,0,0,0
22:04:09:04:32:53.6,Sorceress,Frenzied Cicerra - aa55,Rime Arrow,129990,1,0,0
22:04:09:04:32:53.6,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Blast Formation,60622,0,0,0
22:04:09:04:32:53.6,Sorceress,Frenzied Cicerra - aa55,Rime Arrow,130924,1,0,0
22:04:09:04:32:53.6,Sharpshooter,Frenzied Cicerra - aa55,Blade Storm,52257,0,0,0
22:04:09:04:32:54.6,Sorceress,Frenzied Cicerra - aa55,Rime Arrow,70569,0,0,0
22:04:09:04:32:54.6,Sorceress,Frenzied Cicerra - aa55,Rime Arrow,128704,1,0,0
22:04:09:04:32:54.6,Sharpshooter,Frenzied Cicerra - aa55,Blade Storm,162210,1,0,0
22:04:09:04:32:54.6,Bard,Frenzied Cicerra - aa55,Heavenly Tune,105810,1,0,0
22:04:09:04:32:54.6,Sorceress,Frenzied Cicerra - aa55,Rime Arrow,158624,1,0,0
22:04:09:04:32:54.6,Striker,Frenzied Cicerra - aa55,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,52014,0,0,0
22:04:09:04:32:54.6,Sorceress,Frenzied Cicerra - aa55,Bleed,56599,0,0,0
22:04:09:04:32:54.6,Sorceress,Frenzied Cicerra - aa55,Rime Arrow,162454,1,0,0
22:04:09:04:32:54.6,Sorceress,Frenzied Cicerra - aa55,Frost's Call,251417,1,0,0
22:04:09:04:32:54.6,Sorceress,Frenzied Cicerra - aa55,Rime Arrow,162402,1,0,0
22:04:09:04:32:54.7,Sorceress,Frenzied Cicerra - aa55,Frost's Call,249899,1,0,0
22:04:09:04:32:54.7,23C4D68A,Frenzied Cicerra - aa55,에고 하프 기본 공격,21099,0,0,0
22:04:09:04:32:55.7,Striker,Frenzied Cicerra - aa55,Esoteric Skill: Lightning Tiger Strike,1825544,1,1,0
22:04:09:04:32:55.7,Striker,Frenzied Cicerra - aa55,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,52446,0,0,0
22:04:09:04:32:55.7,Sorceress,Frenzied Cicerra - aa55,Bleed,58984,0,0,0
22:04:09:04:32:55.7,Frenzied Cicerra - aa55,Sharpshooter,엔드_키케라_잡기 즉발,60391,0,0,0
22:04:09:04:32:55.7,Frenzied Cicerra - aa55,Striker,엔드_키케라_잡기 즉발,37821,0,0,0
22:04:09:04:32:55.7,Bard,Frenzied Cicerra - aa55,Bleed,83921,0,0,0
22:04:09:04:32:56.7,Striker,Frenzied Cicerra - aa55,Moon Flash Kick,17537,0,1,0
22:04:09:04:32:56.7,Striker,Frenzied Cicerra - aa55,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,98076,0,0,0
22:04:09:04:32:56.7,Sorceress,Frenzied Cicerra - aa55,Bleed,57140,0,0,0
22:04:09:04:32:56.7,Frenzied Cicerra - aa55,Sorceress,Bleed,147490,0,0,0
22:04:09:04:32:56.7,Frenzied Cicerra - aa55,Sharpshooter,Bleed,148836,0,0,0
22:04:09:04:32:56.7,Frenzied Cicerra - aa55,Striker,Bleed,160728,0,0,0
22:04:09:04:32:56.7,23C4D68A,Frenzied Cicerra - aa55,에고 하프 기본 공격,20484,0,0,0
22:04:09:04:32:57.8,Striker,Frenzied Cicerra - aa55,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,38886,0,0,0
22:04:09:04:32:57.8,Sorceress,Frenzied Cicerra - aa55,Bleed,48325,0,0,0
22:04:09:04:32:57.8,Bard,Frenzied Cicerra - aa55,Bleed,35082,0,0,0
22:04:09:04:32:58.8,23C4D68A,Frenzied Cicerra - aa55,에고 하프 기본 공격,20625,0,0,0
22:04:09:04:32:58.8,Striker,Frenzied Cicerra - aa55,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,78726,0,0,0
22:04:09:04:32:58.8,Sorceress,Frenzied Cicerra - aa55,Bleed,25092,0,0,0
22:04:09:04:32:58.8,Bard,Frenzied Cicerra - aa55,Bleed,35800,0,0,0
22:04:09:04:32:59.8,Bard,Frenzied Cicerra - aa55,Bleed,35942,0,0,0
22:04:09:04:32:59.8,23C4D68A,Frenzied Cicerra - aa55,에고 하프 기본 공격,20882,0,0,0
22:04:09:04:33:00.8,Bard,Frenzied Cicerra - aa55,Bleed,36533,0,0,0
22:04:09:04:33:01.8,Bard,Frenzied Cicerra - aa55,Bleed,34113,0,0,0
22:04:09:04:33:02.9,23C4D68A,Frenzied Cicerra - aa55,에고 하프 기본 공격,18935,0,0,0
22:04:09:04:33:03.9,Bard,Frenzied Cicerra - aa55,Bleed,28399,0,0,0
22:04:09:04:33:04.9,Bard,Frenzied Cicerra - aa55,Bleed,27130,0,0,0
22:04:09:04:33:05.9,Bard,Frenzied Cicerra - aa55,Bleed,57653,0,0,0
22:04:09:04:33:06.9,Bard,Frenzied Cicerra - aa55,Bleed,25205,0,0,0
22:04:09:04:33:08.0,Bard,Frenzied Cicerra - aa55,Bleed,25063,0,0,0
22:04:09:04:33:09.0,Bard,Frenzied Cicerra - aa55,Soundholic,113393,1,0,0
22:04:09:04:33:09.0,Bard,Frenzied Cicerra - aa55,Soundholic,53195,0,0,0
22:04:09:04:33:09.0,Bard,Frenzied Cicerra - aa55,Soundholic,58132,0,0,0
22:04:09:04:33:09.0,Bard,Frenzied Cicerra - aa55,Soundholic,62564,0,0,0
22:04:09:04:33:10.0,Bard,Frenzied Cicerra - aa55,Soundholic,65505,0,0,0
22:04:09:04:33:10.0,Bard,Frenzied Cicerra - aa55,Soundholic,68915,0,0,0
22:04:09:04:33:10.0,Bard,Frenzied Cicerra - aa55,Soundholic,75411,0,0,0
22:04:09:04:33:14.1,Bard,Bard,Bleed,161998,0,0,0
22:04:09:04:33:51.8,Striker - 551b,Frenzied Cicerra - 05ea,Moon Flash Kick,14433,0,0,0
22:04:09:04:33:51.8,Striker - 551b,Frenzied Cicerra - 05ea,Moon Flash Kick,21925,1,0,0
22:04:09:04:33:51.8,Sorceress - c17b,Frenzied Cicerra - 05ea,Blaze,151462,0,0,0
22:04:09:04:33:52.9,Striker - 551b,Frenzied Cicerra - 05ea,Moon Flash Kick,163610,0,0,0
22:04:09:04:33:52.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,23495,0,0,0
22:04:09:04:33:52.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Blaze,40992,0,0,0
22:04:09:04:33:53.9,Striker - 551b,Frenzied Cicerra - 05ea,Storm Dragon Awakening,8544,0,0,0
